PlotObservationID,cover,species
IK24,0.5,Campylopus introflexus (Hedw.) Brid.
IK24,0.5,Cicendia filiformis (L.) Delarbre
IK24,0.5,Grimmia apocarpa Hedw.
IK24,0.5,Juncus capitatus Weigel
IK24,0.5,Lotus subbiflorus Lag.
IK24,0.5,Montia fontana L.
IK24,0.5,Radiola linoides Roth
IK24,87.5,Mentha requienii Benth.
IK24,37.5,Bryum alpinum Huds.
IK24,3,Isolepis setacea (L.) R.Br.
IK24,3,Plantago coronopus L.
IK24,3,"Sagina subulata (Sw.) C.Presl, nom. illeg."
IK24,3,Vulpia myuros (L.) C.C.Gmel. subsp. myuros
AE28,0.5,Bromus madritensis L.
AE28,0.5,Lotus subbiflorus Lag.
AE28,0.5,Plantago coronopus L.
AE28,0.5,Pohlia elongata (Hedw.) Schwaegr.
AE28,0.5,Sagina apetala Ard.
AE28,0.5,"Sagina subulata (Sw.) C.Presl, nom. illeg."
AE28,0.5,Trifolium micranthum Viv.
AE28,87.5,Mentha requienii Benth.
AE28,15,Vulpia myuros (L.) C.C.Gmel. subsp. myuros
AE28,3,Cicendia filiformis (L.) Delarbre
AE28,3,Polypogon maritimus Willd.
AE28,3,Radiola linoides Roth
AE28,3,Vincetoxicum hirundinaria Medik.
AE28,3,Vulpia ciliata Dumort.
VG68,0.5,Cistus monspeliensis L.
VG68,0.5,Crassula tillaea Lest.-Garl.
VG68,0.5,Galium parisiense L.
VG68,0.5,Isolepis setacea (L.) R.Br.
VG68,0.5,Plantago coronopus L.
VG68,0.5,Polypogon maritimus Willd.
VG68,0.5,Sagina apetala Ard.
VG68,0.5,Trifolium suffocatum L.
VG68,0.5,Vicia tetrasperma (L.) Schreb.
VG68,0.5,Vulpia ciliata Dumort.
VG68,87.5,Mentha requienii Benth.
VG68,15,Bryum alpinum Huds.
VG68,15,"Sagina subulata (Sw.) C.Presl, nom. illeg."
VG68,15,Teucrium marum L.
VG68,3,Arisarum vulgare Targ.Tozz.
VG68,3,Galium murale (L.) All.
VG68,3,Juncus bufonius L.
VG68,3,Juncus capitatus Weigel
VG68,3,Ornithopus pinnatus (Mill.) Druce
VG68,3,Polycarpon tetraphyllum (L.) L.
VG68,3,Vulpia myuros (L.) C.C.Gmel. subsp. myuros
GB12,0.5,Asterolinon linum-stellatum (L.) Duby
GB12,0.5,Centaurium maritimum (L.) Fritsch
GB12,0.5,Cicendia filiformis (L.) Delarbre
GB12,0.5,Filago gallica L.
GB12,0.5,Galium murale (L.) All.
GB12,0.5,Hypochaeris glabra L.
GB12,0.5,Juncus capitatus Weigel
GB12,0.5,Lotus angustissimus L.
GB12,0.5,Lotus subbiflorus Lag.
GB12,0.5,Ornithopus pinnatus (Mill.) Druce
GB12,0.5,Selaginella denticulata (L.) Spring
GB12,0.5,Sherardia arvensis L.
GB12,0.5,Tuberaria guttata (L.) Fourr.
GB12,0.5,Vicia lutea L.
GB12,0.5,Vulpia myuros (L.) C.C.Gmel. subsp. myuros
GB12,37.5,Polytrichum juniperinum Willd.
GB12,15,Cladonia foliacea (Huds.) Willd.
GB12,3,Anagallis arvensis L.
GB12,3,Arisarum vulgare Targ.Tozz.
GB12,3,Bromus madritensis L.
GB12,3,Cladonia rangiformis Hoffm.
GB12,3,Radiola linoides Roth
GB12,0.5,Erica arborea L.
GT42,0.5,Allium sphaerocephalon L.
GT42,0.5,Centaurea deusta Ten.
GT42,0.5,Cerastium pumilum Curtis
GT42,0.5,Crepis neglecta L.
GT42,0.5,Erodium cicutarium (L.) L'Hér.
GT42,0.5,Eryngium campestre L.
GT42,0.5,Hieracium piloselloides Vill.
GT42,0.5,Linum tenuifolium L.
GT42,0.5,Marrubium incanum Desr.
GT42,0.5,Medicago minima (L.) Bartal.
GT42,0.5,Potentilla hirta L.
GT42,0.5,Romulea bulbocodium (L.) Sebast. & Mauri
GT42,0.5,Scabiosa columbaria L.
GT42,62.5,Vulpia ciliata (Danth.) Link
GT42,15,Bromus commutatus Schrad.
GT42,15,Plantago lanceolata L.
GT42,15,Trifolium scabrum L.
GT42,15,Trifolium stellatum L.
GT42,3,Aira elegans Willd.
GT42,3,Bromus erectus Huds.
GT42,3,Convolvulus cantabrica L.
WM57,0.5,Allium sphaerocephalon L.
WM57,0.5,Althaea hirsuta L.
WM57,0.5,Alyssum alyssoides (L.) L.
WM57,0.5,Anthemis arvensis L.
WM57,0.5,Briza maxima L.
WM57,0.5,Carlina corymbosa L.
WM57,0.5,Centaurea ambigua Guss.
WM57,0.5,Cerastium pumilum Curtis
WM57,0.5,Convolvulus cantabrica L.
WM57,0.5,Crepis neglecta L.
WM57,0.5,Echium vulgare L.
WM57,0.5,Erodium cicutarium (L.) L'Hér.
WM57,0.5,Filago germanica (L.) Huds.
WM57,0.5,Hieracium piloselloides Vill.
WM57,0.5,Linum tenuifolium L.
WM57,0.5,Malva moschata L.
WM57,0.5,Medicago minima (L.) Bartal.
WM57,0.5,Orlaya grandiflora (L.) Hoffm.
WM57,0.5,Plantago lanceolata L.
WM57,0.5,Satureja acinos (L.) Scheele
WM57,0.5,Trifolium campestre Schreb.
WM57,37.5,Vulpia ciliata (Danth.) Link
WM57,15,Aegilops geniculata Roth
WM57,15,Cynosurus echinatus L.
WM57,15,Trifolium stellatum L.
WM57,3,Aira elegans Willd.
WM57,3,Bromus commutatus Schrad.
WM57,3,Bromus erectus Huds.
WM57,3,Trifolium scabrum L.
KG84,0.5,Calystegia soldanella (L.) Roem. & Schult.
KG84,0.5,Echinophora spinosa L.
KG84,0.5,Euphorbia paralias L.
KG84,0.5,Oenothera biennis L.
KG84,0.5,Salsola kali L. subsp. kali
KG84,62.5,Ammophila littoralis (P.Beauv.) Rothm.
KG84,3,Otanthus maritimus (L.) Hoffmanns. & Link
CK54,0.5,Asparagus acutifolius L.
CK54,0.1,Bellis sylvestris Cirillo
CK54,15,Brachypodium rupestre (Host) Roem. & Schult.
CK54,0.1,Campanula rapunculus L.
CK54,0.1,Clematis flammula L.
CK54,0.1,Clematis vitalba L.
CK54,3,Cornus sanguinea L.
CK54,0.1,Coronilla emerus L.
CK54,0.5,Crataegus monogyna Jacq.
CK54,3,Cupressus sempervirens L.
CK54,0.5,Dactylis glomerata L.
CK54,0.5,Fraxinus ornus L.
CK54,0.1,Geranium dissectum L.
CK54,0.5,Hedera helix L.
CK54,0.1,Juniperus communis L.
CK54,0.5,Ligustrum vulgare L.
CK54,3,Lonicera etrusca Santi
CK54,0.1,Luzula forsteri (Sm.) DC.
CK54,0.5,Malus sylvestris (L.) Mill.
CK54,3,Oenanthe pimpinelloides L.
CK54,0.1,Phleum pratense L. subsp. bertolonii (DC.) Bornm.
CK54,0.1,Platanthera bifolia (L.) Rich.
CK54,0.5,Prunus spinosa L.
CK54,87.5,Quercus cerris L.
CK54,15,Quercus pubescens Willd.
CK54,0.5,Rosa canina L.
CK54,0.5,Rosa sempervirens L.
CK54,15,Rubia peregrina L.
CK54,0.5,Rubus ulmifolius Schott
CK54,0.1,Scorpiurus muricatus L.
CK54,0.1,Sedum forsterianum Sm.
CK54,0.5,Viola alba Besser subsp. dehnhardtii (Ten.) W.Becker
OF19,15,Brachypodium rupestre (Host) Roem. & Schult.
OF19,3,Bromus ramosus Huds.
OF19,0.5,Coronilla emerus L.
OF19,15,Crataegus monogyna Jacq.
OF19,0.5,Cruciata glabra (L.) C.Bauhin ex Opiz
OF19,0.5,Daphne laureola L.
OF19,0.1,Festuca heterophylla Lam.
OF19,15,Fraxinus ornus L.
OF19,3,Hedera helix L.
OF19,0.5,Helleborus bocconei Ten.
OF19,37.5,Lonicera etrusca Santi
OF19,0.1,Luzula forsteri (Sm.) DC.
OF19,3,Ostrya carpinifolia Scop.
OF19,87.5,Quercus cerris L.
OF19,3,Quercus pubescens Willd.
OF19,0.1,Rosa canina L.
OF19,0.1,Rosa sempervirens L.
OF19,0.5,Rubus glandulosus Bellardi
OF19,0.5,Ruscus aculeatus L.
LF51,0.1,Acer campestre L.
LF51,0.5,Asparagus acutifolius L.
LF51,0.1,Asplenium onopteris L.
LF51,0.5,Brachypodium sylvaticum (Huds.) P.Beauv.
LF51,0.5,Carex flacca Schreb.
LF51,0.5,Cornus sanguinea L.
LF51,0.5,Crataegus monogyna Jacq.
LF51,0.5,Cruciata glabra (L.) C.Bauhin ex Opiz
LF51,0.5,Daphne laureola L.
LF51,0.1,Festuca heterophylla Lam.
LF51,0.5,Fragaria vesca L.
LF51,37.5,Fraxinus ornus L.
LF51,15,Hedera helix L.
LF51,0.5,Juniperus communis L.
LF51,0.5,Ligustrum vulgare L.
LF51,15,Lonicera etrusca Santi
LF51,0.5,Ostrya carpinifolia Scop.
LF51,0.5,Polypodium interjectum Shivas
LF51,0.1,Prunus avium L.
LF51,87.5,Quercus cerris L.
LF51,0.5,Quercus pubescens Willd.
LF51,0.5,Rosa sempervirens L.
LF51,0.5,Rubia peregrina L.
LF51,0.5,Rubus ulmifolius Schott
LF51,3,Ruscus aculeatus L.
LF51,0.5,Sorbus domestica L.
LF51,0.5,Sorbus torminalis (L.) Crantz
LF51,0.1,Teucrium chamaedrys L.
LF51,15,Viburnum tinus L.
NJ33,0.1,Anthoxanthum odoratum L.
NJ33,0.1,Asparagus acutifolius L.
NJ33,0.5,Asplenium onopteris L.
NJ33,0.5,Brachypodium rupestre (Host) Roem. & Schult.
NJ33,0.1,Cornus sanguinea L.
NJ33,0.5,Cruciata glabra (L.) C.Bauhin ex Opiz
NJ33,0.5,Cytisus villosus Pourr.
NJ33,0.1,Daphne laureola L.
NJ33,0.5,Erica arborea L.
NJ33,0.1,Euonymus europaeus L.
NJ33,3,Festuca heterophylla Lam.
NJ33,0.1,Fragaria vesca L.
NJ33,15,Fraxinus ornus L.
NJ33,0.5,Genista germanica L.
NJ33,0.5,Hedera helix L.
NJ33,0.5,Hieracium virgaurea Coss.
NJ33,0.5,Juniperus communis L.
NJ33,0.1,Lathyrus niger (L.) Bernh.
NJ33,0.5,Laurus nobilis L.
NJ33,3,Lonicera etrusca Santi
NJ33,0.5,Luzula forsteri (Sm.) DC.
NJ33,15,Physospermum cornubiense (L.) DC.
NJ33,0.1,Polypodium australe Fée
NJ33,0.5,Polypodium interjectum Shivas
NJ33,87.5,Quercus cerris L.
NJ33,0.5,Quercus pubescens Willd.
NJ33,0.5,Rubia peregrina L.
NJ33,15,Rubus ulmifolius Schott
NJ33,3,Ruscus aculeatus L.
NJ33,3,Serratula tinctoria L.
NJ33,0.1,Silene italica (L.) Pers.
NJ33,0.5,Sorbus domestica L.
NJ33,0.5,Sorbus torminalis (L.) Crantz
NJ33,0.1,Stachys officinalis (L.) Trevis.
NJ33,0.5,Tamus communis L.
NJ33,0.1,Viola alba Besser subsp. dehnhardtii (Ten.) W.Becker
NJ33,0.1,Viola reichenbachiana Jord. ex Boreau
QJ27,0.1,Galium anisophyllon Vill.
QJ27,0.1,Hieracium sp.
QJ27,0.1,Hypericum richeri Vill.
QJ27,0.1,Ranunculus pollinensis (N.Terracc.) Chiov.
QJ27,0.1,Thesium alpinum L.
QJ27,0.1,Thymus pulegioides L.
QJ27,0.5,Asperula aristata L.f.
QJ27,0.5,Avenella flexuosa (L.) Drejer subsp. flexuosa
QJ27,0.5,Lotus corniculatus L. subsp. alpinus (DC.) Rothm.
QJ27,0.5,Viola ferrarinii Moraldo & Ricceri
QJ27,1,Alchemilla transiens (Buser) Buser
QJ27,1,Anthoxanthum sp.
QJ27,1,Brachypodium genuense (DC.) Roem. & Schult.
QJ27,2,Festuca sp.
QJ27,3,Carex sempervirens Vill.
QJ27,3,Genista tinctoria L.
QJ27,5,Oreojuncus trifidus (Jacq.) Záv.Drábk. & Kirschner
QJ27,10,Potentilla crantzii (Crantz) Beck ex Fritsch
QJ27,15,Vaccinium myrtillus L.
QJ27,25,Vaccinium uliginosum L.
QJ27,40,Trifolium alpinum L.
JN90,0.5,Crocus neglectus Peruzzi & Carta
JN90,0.5,Dianthus deltoides L.
JN90,0.5,Geum montanum L.
JN90,0.5,Phyteuma hemisphaericum L.
JN90,0.5,Solidago virgaurea L.
JN90,2,Anthoxanthum nipponicum Honda
JN90,2,Genista tinctoria L.
JN90,2,Hypericum richeri Vill.
JN90,2,Luzula multiflora (Ehrh.) Lej.
JN90,2,"Pilosella officinarum Vaill., nom. inval."
JN90,4,Festuca riccerii Foggi & Gr.Rossi
JN90,4,Oreojuncus trifidus (Jacq.) Záv.Drábk. & Kirschner
JN90,5,Viola ferrarinii Moraldo & Ricceri
JN90,7,Vaccinium myrtillus L.
JN90,10,Carex sempervirens Vill.
JN90,13,Vaccinium uliginosum L.
JN90,45,Trifolium alpinum L.
TF93,0.5,Crocus neglectus Peruzzi & Carta
TF93,0.5,Cryptogramma crispa (L.) R.Br. ex Hook.
TF93,0.5,Hypericum richeri Vill.
TF93,0.5,Lotus corniculatus L. subsp. corniculatus
TF93,0.5,Luzula pedemontana Boiss. & Reut.
TF93,0.5,Phyteuma orbiculare L.
TF93,0.5,Pimpinella saxifraga L.
TF93,0.5,Vaccinium myrtillus L.
TF93,0.5,Viola canina L.
TF93,0.5,Viola ferrarinii Moraldo & Ricceri
TF93,1,Anthoxanthum odoratum L.
TF93,1,Avenella flexuosa (L.) Drejer subsp. flexuosa
TF93,1,Festuca sp.
TF93,1,Meum athamanticum Jacq.
TF93,1,Nardus stricta L.
TF93,1,"Pilosella officinarum Vaill., nom. inval."
TF93,5,Thymus praecox Opiz
TF93,6,Genista tinctoria L.
TF93,8,Alchemilla transiens (Buser) Buser
TF93,60,Brachypodium genuense (DC.) Roem. & Schult.
KG68,0.1,Rumex nebroides Campd.
KG68,0.5,Carex sempervirens Vill.
KG68,0.5,Dianthus hyssopifolius L.
KG68,0.5,Festuca rubra L.
KG68,1,Galium anisophyllon Vill.
KG68,1,Hypericum richeri Vill.
KG68,1,Lotus corniculatus L. subsp. alpinus (DC.) Rothm.
KG68,1,Meum athamanticum Jacq.
KG68,1,Pimpinella saxifraga L.
KG68,2,Anthoxanthum nipponicum Honda
KG68,3,Carlina acaulis L.
KG68,10,Avenella flexuosa (L.) Drejer subsp. flexuosa
KG68,15,Vaccinium myrtillus L.
KG68,55,Brachypodium genuense (DC.) Roem. & Schult.
QE18,0.1,Cytisus scoparius (L.) Link
QE18,0.5,Dianthus sylvestris Wulfen
QE18,0.5,Ervilia hirsuta (L.) Opiz
QE18,0.5,Erysimum pseudorhaeticum Polatschek
QE18,0.5,Galium obliquum Vill.
QE18,0.5,Poterium sanguisorba L.
QE18,0.5,Thymus praecox Opiz
QE18,1,Arenaria serpyllifolia L.
QE18,1,Hypericum perforatum L.
QE18,1,Knautia arvensis (L.) Coult.
QE18,3,Lotus corniculatus L. subsp. alpinus (DC.) Rothm.
QE18,4,Clinopodium alpinum (L.) Kuntze
QE18,7,Festuca riccerii Foggi & Gr.Rossi
QE18,8,Astragalus hypoglottis L.
QE18,9,Euphorbia cyparissias L.
QE18,35,Brachypodium genuense (DC.) Roem. & Schult.
WT62,0.1,Crocus neglectus Peruzzi & Carta
WT62,0.5,Alchemilla xanthochlora Rothm.
WT62,0.5,Carlina acaulis L.
WT62,0.5,Galium anisophyllon Vill.
WT62,0.5,Primula veris L.
WT62,0.5,Rumex acetosa L.
WT62,0.5,Vicia sepium L.
WT62,1,Cruciata glabra (L.) C.Bauhin ex Opiz
WT62,2,Briza media L.
WT62,2,Festuca sp.
WT62,2,Hypericum richeri Vill.
WT62,2,Lotus corniculatus L. subsp. alpinus (DC.) Rothm.
WT62,2,Ranunculus sp.
WT62,3,Genista tinctoria L.
WT62,5,Avenella flexuosa (L.) Drejer subsp. flexuosa
WT62,15,Meum athamanticum Jacq.
WT62,60,Brachypodium genuense (DC.) Roem. & Schult.
RQ20,0.5,Anthoxanthum nipponicum Honda
RQ20,0.5,Briza media L.
RQ20,0.5,Carlina acaulis L.
RQ20,0.5,Helianthemum nummularium (L.) Mill.
RQ20,0.5,Pimpinella saxifraga L.
RQ20,0.5,Potentilla erecta (L.) Raeusch.
RQ20,0.5,Primula veris L.
RQ20,1,Galium anisophyllon Vill.
RQ20,2,Genista tinctoria L.
RQ20,2,Vaccinium myrtillus L.
RQ20,3,Ranunculus sp.
RQ20,5,Lathyrus linifolius (Reichard) Bässler
RQ20,8,Avenella flexuosa (L.) Drejer subsp. flexuosa
RQ20,12,Meum athamanticum Jacq.
RQ20,15,Festuca sp.
RQ20,75,Brachypodium genuense (DC.) Roem. & Schult.
JN17,0.1,Leucanthemum heterophyllum (Willd.) DC.
JN17,0.5,Alchemilla xanthochlora Rothm.
JN17,0.5,Anthoxanthum sp.
JN17,0.5,Lotus corniculatus L. subsp. alpinus (DC.) Rothm.
JN17,0.5,Potentilla erecta (L.) Raeusch.
JN17,0.5,Primula veris L.
JN17,1,Cruciata glabra (L.) C.Bauhin ex Opiz
JN17,1,Galium anisophyllon Vill.
JN17,1,Helianthemum nummularium (L.) Mill.
JN17,1,Pimpinella saxifraga L.
JN17,1,Ranunculus sp.
JN17,2,Carlina acaulis L.
JN17,2,Juniperus communis L.
JN17,2,Rumex acetosa L.
JN17,3,Vaccinium myrtillus L.
JN17,7,Meum athamanticum Jacq.
JN17,8,Avenella flexuosa (L.) Drejer subsp. flexuosa
JN17,25,Festuca sp.
JN17,65,Brachypodium genuense (DC.) Roem. & Schult.
WP14,0.1,Narcissus tazetta L.
WP14,0.5,Galium anisophyllon Vill.
WP14,0.5,Hypericum richeri Vill.
WP14,0.5,Lathyrus pratensis L.
WP14,0.5,Microthlaspi perfoliatum (L.) F.K.Mey.
WP14,0.5,Pimpinella saxifraga L.
WP14,0.5,Rumex acetosa L.
WP14,0.5,Vicia cracca L.
WP14,1,Anemonoides nemorosa (L.) Holub
WP14,1,Cruciata glabra (L.) C.Bauhin ex Opiz
WP14,2,Lathyrus vernus (L.) Bernh.
WP14,2,Vaccinium myrtillus L.
WP14,4,Avenella flexuosa (L.) Drejer subsp. flexuosa
WP14,4,Stellaria graminea L.
WP14,10,Festuca sp.
WP14,18,Meum athamanticum Jacq.
WP14,70,Brachypodium genuense (DC.) Roem. & Schult.
VI38,0.5,Anthoxanthum odoratum L.
VI38,0.5,Dianthus deltoides L.
VI38,0.5,Galium anisophyllon Vill.
VI38,0.5,Pimpinella saxifraga L.
VI38,0.5,Thesium alpinum L.
VI38,0.5,Viola ferrarinii Moraldo & Ricceri
VI38,1,Briza media L.
VI38,1,Carlina acaulis L.
VI38,1,Cerastium arvense L.
VI38,1,Nardus stricta L.
VI38,1,Thymus praecox Opiz
VI38,2,Euphorbia cyparissias L.
VI38,2,Festuca sp.
VI38,2,Hypericum richeri Vill.
VI38,2,Knautia collina Jord.
VI38,2,Luzula campestris (L.) DC.
VI38,5,Genista tinctoria L.
VI38,8,Achillea millefolium L.
VI38,10,Festuca riccerii Foggi & Gr.Rossi
VI38,10,Meum athamanticum Jacq.
VI38,35,Avenella flexuosa (L.) Drejer subsp. flexuosa
VI38,40,Brachypodium genuense (DC.) Roem. & Schult.
SG59,0.1,Veronica officinalis L.
SG59,0.5,Achillea millefolium L.
SG59,0.5,Hieracium murorum L.
SG59,0.5,Linaria purpurea (L.) Mill.
SG59,0.5,Phyteuma italicum Arv.-Touv.
SG59,0.5,Primula veris L.
SG59,0.5,Senecio doronicum (L.) L.
SG59,1,Briza media L.
SG59,1,Galium album Mill.
SG59,1,Hypericum montanum L.
SG59,1,Knautia arvensis (L.) Coult.
SG59,1,Lathyrus pratensis L.
SG59,1,Lathyrus vernus (L.) Bernh.
SG59,1,Leontodon hispidus L.
SG59,1,Lotus corniculatus L. subsp. alpinus (DC.) Rothm.
SG59,1,Luzula campestris (L.) DC.
SG59,1,Trifolium pratense L.
SG59,2,Cruciata glabra (L.) C.Bauhin ex Opiz
SG59,2,Digitalis lutea L.
SG59,2,Pimpinella saxifraga L.
SG59,2,Vicia cracca L.
SG59,10,Agrostis capillaris L.
SG59,10,Carlina acaulis L.
SG59,15,Festuca rubra L.
SG59,15,Trisetaria flavescens (L.) Baumg.
SG59,45,Brachypodium genuense (DC.) Roem. & Schult.
PM79,0.5,Anemonoides nemorosa (L.) Holub
PM79,0.5,Carlina acaulis L.
PM79,0.5,Crocus neglectus Peruzzi & Carta
PM79,0.5,Genista tinctoria L.
PM79,0.5,Helianthemum nummularium (L.) Mill.
PM79,0.5,Potentilla erecta (L.) Raeusch.
PM79,0.5,Primula veris L.
PM79,0.5,Rumex acetosa L.
PM79,0.5,Trollius europaeus L.
PM79,0.5,Vaccinium myrtillus L.
PM79,1,Festuca rubra L.
PM79,1,Rubus idaeus L.
PM79,2,Alchemilla xanthochlora Rothm.
PM79,2,Galium anisophyllon Vill.
PM79,2,Knautia arvensis (L.) Coult.
PM79,2,Lathyrus vernus (L.) Bernh.
PM79,4,Vicia cracca L.
PM79,5,Dactylis glomerata L.
PM79,5,Galium album Mill.
PM79,6,Hypericum montanum L.
PM79,8,Agrostis capillaris L.
PM79,8,Avenella flexuosa (L.) Drejer subsp. flexuosa
PM79,8,Meum athamanticum Jacq.
PM79,55,Brachypodium genuense (DC.) Roem. & Schult.
GO83,0.5,Anthoxanthum odoratum L.
GO83,0.5,Biscutella laevigata L.
GO83,0.5,Briza media L.
GO83,0.5,Galium anisophyllon Vill.
GO83,0.5,Narcissus poëticus L.
GO83,1,Anemonoides nemorosa (L.) Holub
GO83,1,Avenella flexuosa (L.) Drejer subsp. flexuosa
GO83,1,Festuca rubra L.
GO83,1,Linum usitatissimum L.
GO83,1,Primula veris L.
GO83,1,Vicia cracca L.
GO83,2,Carlina acaulis L.
GO83,2,Helianthemum nummularium (L.) Mill.
GO83,2,Lathyrus vernus (L.) Bernh.
GO83,2,Lilium martagon L.
GO83,3,Cruciata glabra (L.) C.Bauhin ex Opiz
GO83,3,Meum athamanticum Jacq.
GO83,10,Senecio doronicum (L.) L.
GO83,70,Brachypodium genuense (DC.) Roem. & Schult.
XX35,0.1,Carlina acaulis L.
XX35,0.5,Galium album Mill.
XX35,0.5,Genista tinctoria L.
XX35,0.5,Helianthemum nummularium (L.) Mill.
XX35,0.5,Leucanthemum heterophyllum (Willd.) DC.
XX35,0.5,Meum athamanticum Jacq.
XX35,0.5,Narcissus poëticus L.
XX35,0.5,Pimpinella saxifraga L.
XX35,0.5,Trifolium pratense L.
XX35,1,Briza media L.
XX35,1,Campanula glomerata L.
XX35,1,Cruciata glabra (L.) C.Bauhin ex Opiz
XX35,1,Dianthus sylvestris Wulfen
XX35,1,Lotus corniculatus L. subsp. alpinus (DC.) Rothm.
XX35,1,Vicia cracca L.
XX35,2,Euphorbia cyparissias L.
XX35,2,Festuca sp.
XX35,2,Galium anisophyllon Vill.
XX35,2,Knautia arvensis (L.) Coult.
XX35,5,Senecio doronicum (L.) L.
XX35,8,Bromopsis erecta (Huds.) Fourr.
XX35,72,Brachypodium genuense (DC.) Roem. & Schult.
HI82,0.5,Crocus neglectus Peruzzi & Carta
HI82,0.5,Cruciata glabra (L.) C.Bauhin ex Opiz
HI82,0.5,Genista tinctoria L.
HI82,0.5,Hypericum montanum L.
HI82,0.5,Lotus corniculatus L. subsp. alpinus (DC.) Rothm.
HI82,0.5,Luzula campestris (L.) DC.
HI82,0.5,Microthlaspi perfoliatum (L.) F.K.Mey.
HI82,0.5,Orobanche gracilis Sm.
HI82,0.5,Potentilla sp.
HI82,0.5,Senecio doronicum (L.) L.
HI82,0.5,Vaccinium myrtillus L.
HI82,1,Helianthemum nummularium (L.) Mill.
HI82,1,Thymus praecox Opiz
HI82,2,Festuca filiformis Pourr.
HI82,2,Galium anisophyllon Vill.
HI82,3,Silene vulgaris (Moench) Garcke
HI82,5,Calluna vulgaris (L.) Hull
HI82,5,Carlina acaulis L.
HI82,5,Knautia arvensis (L.) Coult.
HI82,5,Meum athamanticum Jacq.
HI82,20,Avenella flexuosa (L.) Drejer subsp. flexuosa
HI82,50,Brachypodium genuense (DC.) Roem. & Schult.
ZQ20,0.1,Potentilla micrantha Ramond ex DC.
ZQ20,0.5,Campanula glomerata L.
ZQ20,0.5,Crocus neglectus Peruzzi & Carta
ZQ20,0.5,Hypericum montanum L.
ZQ20,0.5,Narcissus poëticus L.
ZQ20,1,Anemonoides nemorosa (L.) Holub
ZQ20,1,Carlina acaulis L.
ZQ20,1,Cruciata glabra (L.) C.Bauhin ex Opiz
ZQ20,1,Euphorbia cyparissias L.
ZQ20,1,Lathyrus vernus (L.) Bernh.
ZQ20,1,Sorbus aria (L.) Crantz
ZQ20,2,Vicia incana Gouan
ZQ20,4,Asphodelus macrocarpus Parl. subsp. macrocarpus
ZQ20,4,Senecio doronicum (L.) L.
ZQ20,10,Festuca rubra L.
ZQ20,75,Brachypodium genuense (DC.) Roem. & Schult.
YM15,0.1,Hypericum montanum L.
YM15,0.5,Anemonoides nemorosa (L.) Holub
YM15,0.5,Campanula scheuchzeri Vill.
YM15,0.5,Cruciata glabra (L.) C.Bauhin ex Opiz
YM15,0.5,Galium album Mill.
YM15,0.5,Genista tinctoria L.
YM15,0.5,Laburnum anagyroides Medik.
YM15,0.5,Lilium martagon L.
YM15,0.5,Vaccinium myrtillus L.
YM15,1,Lathyrus vernus (L.) Bernh.
YM15,1,Lotus corniculatus L. subsp. alpinus (DC.) Rothm.
YM15,1,Pimpinella saxifraga L.
YM15,1,Rumex acetosa L.
YM15,1,Trisetaria flavescens (L.) Baumg.
YM15,2,Galium anisophyllon Vill.
YM15,2,Lathyrus linifolius (Reichard) Bässler
YM15,5,Carlina acaulis L.
YM15,7,Meum athamanticum Jacq.
YM15,9,Senecio doronicum (L.) L.
YM15,10,Festuca sp.
YM15,20,Avenella flexuosa (L.) Drejer subsp. flexuosa
YM15,65,Brachypodium genuense (DC.) Roem. & Schult.
KR85,0.1,Anemonoides nemorosa (L.) Holub
KR85,0.5,Centaurea triumfettii All.
KR85,0.5,Cruciata glabra (L.) C.Bauhin ex Opiz
KR85,0.5,Galium anisophyllon Vill.
KR85,0.5,Geum montanum L.
KR85,0.5,Narcissus poëticus L.
KR85,1,Avenella flexuosa (L.) Drejer subsp. flexuosa
KR85,1,Galium album Mill.
KR85,1,Lathyrus linifolius (Reichard) Bässler
KR85,2,Carlina acaulis L.
KR85,2,Festuca sp.
KR85,2,Lathyrus vernus (L.) Bernh.
KR85,4,Trifolium pratense L.
KR85,6,Meum athamanticum Jacq.
KR85,6,Vicia cracca L.
KR85,10,Hypericum perforatum L.
KR85,10,Senecio doronicum (L.) L.
KR85,70,Brachypodium genuense (DC.) Roem. & Schult.
DO92,0.5,Anthoxanthum sp.
DO92,0.5,Briza media L.
DO92,0.5,Carex sp.
DO92,0.5,Crocus neglectus Peruzzi & Carta
DO92,0.5,Galium anisophyllon Vill.
DO92,0.5,Orobanche gracilis Sm.
DO92,0.5,Pimpinella saxifraga L.
DO92,0.5,Ranunculus sp.
DO92,1,Achillea millefolium L.
DO92,1,Lotus corniculatus L. subsp. alpinus (DC.) Rothm.
DO92,1,Luzula campestris (L.) DC.
DO92,1,Potentilla erecta (L.) Raeusch.
DO92,1,Rumex acetosa L.
DO92,2,Helianthemum nummularium (L.) Mill.
DO92,2,Hypericum montanum L.
DO92,2,Hypericum perforatum L.
DO92,3,Patzkea paniculata (L.) G.H.Loos subsp. paniculata
DO92,4,Silene nutans L.
DO92,7,Genista tinctoria L.
DO92,10,Avenella flexuosa (L.) Drejer subsp. flexuosa
DO92,10,Meum athamanticum Jacq.
DO92,70,Brachypodium genuense (DC.) Roem. & Schult.
GZ65,0.5,Anthoxanthum odoratum L.
GZ65,0.5,Campanula scheuchzeri Vill.
GZ65,0.5,Euphorbia cyparissias L.
GZ65,0.5,Genista tinctoria L.
GZ65,0.5,Phyteuma italicum Arv.-Touv.
GZ65,0.5,Silene nutans L.
